*CREATOR
msr_cutter.exe,[Vr6.07.04]
msr2csv.exe,[r6.07.04]

*STARTTIME
2025-02-27,14:05:36,

*MODUL
NAME,MSR329013,MSR329013,MSR329013,MSR329013
*NAME
NAME,Multigas,Multigas,Multigas,Multigas

ID,[C26113 V5.138],[C26113 V5.138],[C26113 V5.138],[C26113 V5.138]

*CHANNEL
TIME,A1,A2,A3,A4

*UNIT
,mA,mA,mA,mA

*LIMITS
ALARM,,,,
RECRD,,,,
LIMIT1,,,,
LIMIT2,,,,

*DATA
2025-02-27 14:05:36.209,9.83176040649414,12.4884386062622,4.00766801834106,8.34572505950928
2025-02-27 14:05:37.209,9.01298141479492,12.5036878585815,4.01275634765625,8.19831562042236
2025-02-27 14:05:38.209,7.29913806915283,11.8988008499146,4.0534610748291,8.07632160186768
2025-02-27 14:05:39.209,7.15674161911011,11.6090650558472,4.02802038192749,7.96449375152588
2025-02-27 14:05:40.209,8.15860271453857,11.7005605697632,4.10434198379517,7.93399524688721
2025-02-27 14:05:41.209,9.78090476989746,12.417275428772,3.96187543869019,7.74592113494873
2025-02-27 14:05:42.209,9.01298141479492,12.4731893539429,4.04328489303589,7.56801319122314
2025-02-27 14:05:43.209,12.0287342071533,13.1848211288452,4.04328489303589,7.53243160247803
2025-02-27 14:05:44.209,10.7624235153198,13.6016340255737,4.01784420013428,7.72558879852295
2025-02-27 14:05:45.209,12.9339694976807,14.0438623428345,4.00766801834106,8.13731861114502
2025-02-27 14:05:46.209,11.1845273971558,14.1048593521118,4.02293252944946,8.93027973175049
2025-02-27 14:05:47.209,10.5183153152466,13.8608713150024,4.0534610748291,9.96722888946533
2025-02-27 14:05:48.209,8.36711120605469,13.0069131851196,4.09416580200195,10.9787626266479
2025-02-27 14:05:49.209,8.67733287811279,12.6409311294556,4.01784420013428,11.8632192611694
2025-02-27 14:05:50.209,9.16046333312988,12.8849191665649,4.02293252944946,12.3969430923462
2025-02-27 14:05:51.209,9.91312980651855,12.7985067367554,4.0534610748291,12.5850172042847
2025-02-27 14:05:52.209,10.2335224151611,13.2712335586548,4.01784420013428,12.5443525314331
2025-02-27 14:05:53.209,10.5488290786743,13.3220643997192,3.98222780227661,12.3664445877075
2025-02-27 14:05:54.209,10.2233514785767,13.2305688858032,3.99240398406982,12.325779914856
2025-02-27 14:05:55.209,9.18080520629883,13.1441564559937,4.07890129089355,12.3918600082397
2025-02-27 14:05:56.209,8.00094890594482,12.5138540267944,4.09416580200195,12.4274415969849
2025-02-27 14:05:57.209,7.69072866439819,12.1427888870239,3.95678734779358,12.4528570175171
2025-02-27 14:05:58.209,7.72632741928101,12.0665426254272,4.10434198379517,12.3461122512817
2025-02-27 14:05:59.209,7.60427331924438,11.9140501022339,3.95169925689697,11.9750471115112
2025-02-27 14:06:00.209,7.97043561935425,11.9699640274048,4.00766801834106,11.3803262710571
2025-02-27 14:06:01.209,7.7517557144165,11.9242162704468,4.03310871124268,10.7449407577515
2025-02-27 14:06:02.209,7.53816080093384,11.8479700088501,4.08907747268677,10.1197214126587
2025-02-27 14:06:03.209,7.41102123260498,11.7259759902954,4.07890129089355,9.43858814239502
2025-02-27 14:06:04.209,7.60427331924438,11.7513914108276,3.99240398406982,8.87436580657959
2025-02-27 14:06:05.209,7.56867456436157,11.720892906189,4.12469434738159,8.34572505950928
2025-02-27 14:06:06.209,7.40593576431274,11.6446466445923,4.03310871124268,7.89333057403564
2025-02-27 14:06:07.209,7.27879571914673,11.5429849624634,4.07890129089355,7.5070161819458
2025-02-27 14:06:08.209,7.23811101913452,11.4565725326538,4.01275634765625,7.10545253753662
2025-02-27 14:06:09.209,7.23302555084229,11.4108247756958,3.96187543869019,6.78013515472412
2025-02-27 14:06:10.209,7.24319696426392,11.39049243927,3.95169925689697,6.57172870635986
2025-02-27 14:06:11.209,7.24828243255615,11.3752431869507,4.04837274551392,6.28199291229248
2025-02-27 14:06:12.209,7.23811101913452,11.3599939346313,4.10942983627319,6.01258945465088
2025-02-27 14:06:13.209,7.23811101913452,11.344744682312,4.01275634765625,5.74318599700928
2025-02-27 14:06:14.209,7.25845336914063,11.3294954299927,3.99749207496643,5.58052730560303
2025-02-27 14:06:15.209,7.28388166427612,11.344744682312,4.02293252944946,5.443284034729
2025-02-27 14:06:16.209,7.58901691436768,11.4565725326538,4.07890129089355,5.3416223526001
2025-02-27 14:06:17.209,7.76192665100098,11.5887327194214,4.01275634765625,5.12813282012939
2025-02-27 14:06:18.209,7.67038631439209,11.5785665512085,4.00766801834106,5.18912982940674
2025-02-27 14:06:19.209,7.50256156921387,11.5429849624634,3.9720516204834,5.12813282012939
2025-02-27 14:06:20.209,7.31948041915894,11.436240196228,4.02802038192749,5.18404674530029
2025-02-27 14:06:21.209,7.62970161437988,11.4972372055054,4.10434198379517,5.29079151153564
2025-02-27 14:06:22.209,7.62970161437988,11.5429849624634,4.01275634765625,5.26029300689697
2025-02-27 14:06:23.209,7.72632741928101,11.6039819717407,4.00258016586304,5.32637310028076
2025-02-27 14:06:24.209,7.85346746444702,11.6090650558472,4.05854892730713,5.33145618438721
2025-02-27 14:06:25.209,8.74344539642334,11.8886346817017,3.99240398406982,5.33653926849365
2025-02-27 14:06:26.209,8.50950813293457,11.9547147750854,4.00766801834106,5.48394870758057
2025-02-27 14:06:27.209,8.06197643280029,11.8733854293823,4.17557525634766,5.57036113739014
2025-02-27 14:06:28.209,7.33982276916504,11.5988988876343,4.00766801834106,5.76351833343506
2025-02-27 14:06:29.209,7.69072866439819,11.5988988876343,3.95678734779358,6.02783870697021
2025-02-27 14:06:30.209,7.87889528274536,11.7158098220825,3.97713971138,6.19049739837646
2025-02-27 14:06:31.209,8.56036376953125,11.903883934021,4.07381343841553,6.27182674407959
2025-02-27 14:06:32.209,7.75684118270874,11.7920560836792,4.06363725662231,6.20066356658936
2025-02-27 14:06:33.209,7.77718353271484,11.7463083267212,4.01275634765625,6.31249141693115
2025-02-27 14:06:34.209,8.39762496948242,11.8937177658081,4.01784420013428,6.34298992156982
2025-02-27 14:06:35.209,8.62139129638672,12.1021242141724,4.11960601806641,6.40907001495361
2025-02-27 14:06:36.209,7.9246654510498,11.949631690979,4.00258016586304,6.50564861297607
2025-02-27 14:06:37.209,8.77395820617676,12.132622718811,4.0381965637207,6.63272571563721
2025-02-27 14:06:38.209,8.20437240600586,12.1427888870239,4.07890129089355,6.75471973419189
2025-02-27 14:06:39.209,8.4993371963501,12.1275396347046,4.02293252944946,6.94279384613037
2025-02-27 14:06:40.209,9.62325191497803,12.554518699646,3.96187543869019,7.03937244415283
2025-02-27 14:06:41.209,8.19420146942139,12.3308629989624,3.99749207496643,7.24269580841064
2025-02-27 14:06:42.209,7.32456636428833,11.8428869247437,4.03310871124268,7.58834552764893
2025-02-27 14:06:43.209,7.36525106430054,11.6903944015503,4.01784420013428,7.82216739654541
2025-02-27 14:06:44.209,7.50256156921387,11.6090650558472,4.15522289276123,7.89841365814209
